item_key,merchant,web_categories,l1,l2,l3,gender,primary_fop,sub_sport,gmv,apparel_rn,apparel_l1_rn,gender_rn,fop_rn
dicks_sporting_goods_shoes_men's shoes_men's cleats_cleats_men's baseball cleats_adidas_adidas men's adizero afterburner 9 summer bash tpu baseball cleats,dicks_sporting_goods,shoes > men's shoes > men's cleats > cleats > men's baseball cleats,Footwear,null,null,Men's,baseball,training_other,535552.0,1362,1362,4087,3
dicks_sporting_goods_shoes_men's shoes_men's cleats_cleats_men's lacrosse cleats_nike_nike vapor drive 2 turf field hockey cleats,dicks_sporting_goods,shoes > men's shoes > men's cleats > cleats > men's lacrosse cleats,Footwear,null,null,Men's,field_hockey,cross_training,518907.0,1378,1378,4191,2
dicks_sporting_goods_shoes_women's shoes_women's slides & sandals_sandals_women's_rainbow_rainbow women's leather 301 flirty braid twist flip flops,dicks_sporting_goods,shoes > women's shoes > women's slides & sandals > sandals > women's,Footwear,null,null,Women's,flip_flops,null,518385.0,1379,1379,2925,1
dicks_sporting_goods_shoes_women's shoes_women's athletic & sneakers_athletic shoes_cheerleading_gk elite_gk elite kids' accent 2.0 cheer shoes,dicks_sporting_goods,shoes > women's shoes > women's athletic & sneakers > athletic shoes > cheerleading,Footwear,null,null,Women's,cheer_dance,cross_training,513827.0,1386,1386,2946,4
dicks_sporting_goods_shoes_men's shoes_men's casual shoes_casual_men's casual_alpine design_alpine design men's casual lace wedge boots,dicks_sporting_goods,shoes > men's shoes > men's casual shoes > casual > men's casual,Footwear,null,null,Men's,sportswear,sportswear_other,499818.0,1410,1410,4300,10
dicks_sporting_goods_shoes_women's shoes_women's cleats_cleats_women's softball cleats_mizuno_mizuno women's 9-spike advanced sweep 4 metal fastpitch softball cleats,dicks_sporting_goods,shoes > women's shoes > women's cleats > cleats > women's softball cleats,Footwear,null,null,Women's,softball,cross_training,487244.0,1433,1433,3069,5
dicks_sporting_goods_shoes_men's shoes_shoe accessories_shoe & footcare_sofsole_sof sole 60'' boot laces,dicks_sporting_goods,shoes > men's shoes > shoe accessories > shoe & footcare,Footwear,null,null,Men's,sportswear,sportswear_running,482420.0,1445,1445,4414,6
dicks_sporting_goods_shoes_men's shoes_men's cleats_cleats_men's baseball cleats_under armour_under armour men's harper pro 9 usa tpu baseball cleats,dicks_sporting_goods,shoes > men's shoes > men's cleats > cleats > men's baseball cleats,Footwear,null,null,Men's,american_football,cross_training,472001.0,1459,1459,4468,1
dicks_sporting_goods_shoes_men's shoes_men's cleats_cleats_men's soccer cleats_nike_nike mercurial vapor 13 academy mds indoor soccer shoes,dicks_sporting_goods,shoes > men's shoes > men's cleats > cleats > men's soccer cleats,Footwear,null,null,Men's,tennis,indoor_soccer,469646.0,1464,1464,4490,7
dicks_sporting_goods_shoes_kids' shoes_kids' cleats_cleats_kids' soccer cleats_nike_nike kids' tiempo legend 8 club indoor soccer shoes,dicks_sporting_goods,shoes > kids' shoes > kids' cleats > cleats > kids' soccer cleats,Footwear,null,null,Kids,tennis,indoor_soccer,466497.0,1469,1469,1432,8
dicks_sporting_goods_shoes_men's shoes_men's cleats_cleats_men's lacrosse cleats_new balance_new balance men's burnx 2 mid lacrosse cleats,dicks_sporting_goods,shoes > men's shoes > men's cleats > cleats > men's lacrosse cleats,Footwear,null,null,Men's,lacrosse,cross_training,464267.0,1474,1474,4525,10
dicks_sporting_goods_shoes_women's shoes_women's cleats_cleats_women's softball cleats_new balance_new balance women's fusev2 softball turf shoes,dicks_sporting_goods,shoes > women's shoes > women's cleats > cleats > women's softball cleats,Footwear,null,null,Women's,softball,training_other,447940.0,1502,1502,3237,1
dicks_sporting_goods_shoes_kids' shoes_kids' cleats_cleats_kids' wrestling shoes_rudis_rudis kids' sf-tbilisi 2.0 wrestling shoes,dicks_sporting_goods,shoes > kids' shoes > kids' cleats > cleats > kids' wrestling shoes,Footwear,null,null,Kids,wrestling,cross_training,447030.0,1508,1508,1469,6
hoka_shoes_performance running shoes_hoka_clifton 9,hoka,shoes > performance running shoes,Footwear,null,null,Women's,running,road_running,2.24278081E8,1,1,2,1
hoka_shoes_performance running shoes_hoka_bondi 7,hoka,shoes > performance running shoes,Footwear,null,null,Women's,running,road_running,1.68270032E8,2,2,3,2
hoka_shoes_performance running shoes_hoka_bondi sr,hoka,shoes > performance running shoes,Footwear,null,null,Women's,running,road_running,1.17382468E8,3,3,5,3
hoka_shoes_performance running shoes_hoka_arahi 6,hoka,shoes > performance running shoes,Footwear,null,null,Women's,running,trail_running,5.5802594E7,4,4,8,1
hoka_shoes_performance running shoes_hoka_bondi 6,hoka,shoes > performance running shoes,Footwear,null,null,Women's,training,training_other,3.6694767E7,5,5,10,1
hoka_shoes_mens fitness_hoka_solimar,hoka,shoes > mens fitness,Footwear,null,null,Men's,tennis,outdoor_soccer,3.6044606E7,6,6,2,1
hoka_shoes_performance running shoes_hoka_rincon 3,hoka,shoes > performance running shoes,Footwear,null,null,Women's,running,road_running,3.3861226E7,7,7,12,4
hoka_shoes_performance running shoes_hoka_mach 6,hoka,shoes > performance running shoes,Footwear,null,null,Women's,running,road_running,3.2599854E7,8,8,13,5
hoka_shoes_mens trail_hoka_challenger 7,hoka,shoes > mens trail,Footwear,null,null,Men's,hiking,null,2.5838496E7,9,9,3,1
hoka_shoes_performance running shoes_hoka_clifton 9 gtx,hoka,shoes > performance running shoes,Footwear,null,null,Women's,running,road_running,2.0277583E7,10,10,14,6
hoka_shoes_performance running shoes_hoka_clifton edge,hoka,shoes > performance running shoes,Footwear,null,null,Women's,running,road_running,1.3912975E7,11,11,19,7
hoka_shoes_performance running shoes_hoka_arahi 5,hoka,shoes > performance running shoes,Footwear,null,null,Women's,running,road_running,1.2452572E7,12,12,20,8
hoka_shoes_hoka_kaha 2 gtx,hoka,shoes,Footwear,null,null,Unisex/Undefined,basketball,performance_basketball,1.147868E7,13,13,2,1
hoka_shoes_men_hoka_gaviota 4,hoka,shoes > men,Footwear,null,null,Men's,basketball,cross_training,1.1224892E7,14,14,6,1
hoka_shoes_hoka_gaviota 2,hoka,shoes,Footwear,null,null,Unisex/Undefined,basketball,performance_basketball,1.0692045E7,15,15,3,2
hoka_shoes_performance running shoes_hoka_arahi 8,hoka,shoes > performance running shoes,Footwear,null,null,Women's,running,trail_running,1.0675158E7,16,16,23,2
hoka_shoes_womens stability shoes_hoka_gaviota 3,hoka,shoes > womens stability shoes,Footwear,null,null,Women's,running,road_running,1.0135392E7,17,17,24,9
hoka_shoes_mens trail_hoka_challenger 7 gtx,hoka,shoes > mens trail,Footwear,null,null,Men's,hiking,null,8889079.0,18,18,9,3
hoka_shoes_recovery comfort shoes_hoka_ora recovery shoe 2,hoka,shoes > recovery comfort shoes,Footwear,null,null,Unisex/Undefined,golf,null,8084364.0,19,19,4,1
hoka_shoes_mens recovery sandals_hoka_ora recovery slide,hoka,shoes > mens recovery sandals,Footwear,null,null,Men's,training,cross_training,8003516.0,20,20,11,1
hoka_shoes_mens road_hoka_gaviota 3,hoka,shoes > mens road,Footwear,null,null,Men's,golf,null,7315918.0,21,21,12,2
hoka_shoes_womens road_hoka_elevon 2,hoka,shoes > womens road,Footwear,null,null,Women's,running,road_running,7152032.0,22,22,26,10
hoka_shoes_men hiking_hoka_anacapa 2 mid gtx,hoka,shoes > men hiking,Footwear,null,null,Men's,hiking,null,6923049.0,23,23,13,4
hoka_shoes_mens road_hoka_carbon x 2,hoka,shoes > mens road,Footwear,null,null,Men's,golf,null,6716286.0,24,24,14,3
hoka_shoes_men hiking_hoka_anacapa 2 low gtx,hoka,shoes > men hiking,Footwear,null,null,Men's,hiking,null,6212078.0,25,25,15,5
hoka_shoes_hoka_carbon x,hoka,shoes,Footwear,null,null,Unisex/Undefined,basketball,outdoor_soccer,6125772.0,26,26,5,1
hoka_shoes_mens trail_hoka_speedgoat 4,hoka,shoes > mens trail,Footwear,null,null,Men's,hiking,null,5569410.0,27,27,16,6
hoka_shoes_womens recovery sandals_hoka_ora recovery flip,hoka,shoes > womens recovery sandals,Footwear,null,null,Women's,walking,null,5509856.0,28,28,28,1
hoka_shoes_performance running shoes_hoka_clifton l,hoka,shoes > performance running shoes,Footwear,null,null,Women's,tennis,null,5337733.0,29,29,29,1
hoka_shoes_mens road_hoka_elevon 2,hoka,shoes > mens road,Footwear,null,null,Men's,tennis,null,4886515.0,30,30,17,2
hoka_shoes_womens fitness_hoka_solimar,hoka,shoes > womens fitness,Footwear,null,null,Women's,american_football,cross_training,4767988.0,31,31,30,1
hoka_shoes_men hiking_hoka_transport chukka gtx,hoka,shoes > men hiking,Footwear,null,null,Men's,hiking,null,4641029.0,32,32,18,7
hoka_shoes_men hiking_hoka_anacapa breeze mid,hoka,shoes > men hiking,Footwear,null,null,Men's,hiking,null,4412713.0,33,33,19,8
hoka_shoes_womens recovery sandals_hoka_ora recovery shoe,hoka,shoes > womens recovery sandals,Footwear,null,null,Women's,slides,null,4406492.0,34,34,31,1
hoka_shoes_hoka_trail code gtx,hoka,shoes,Footwear,null,null,Unisex/Undefined,null,null,3805576.0,40,40,6,20
hoka_shoes_hoka_stinson atr 5,hoka,shoes,Footwear,null,null,Unisex/Undefined,null,null,3569995.0,43,43,7,23
hoka_shoes_hoka_challenger atr 5,hoka,shoes,Footwear,null,null,Unisex/Undefined,null,null,3518918.0,44,44,8,24
hoka_shoes_hoka_speedgoat 3,hoka,shoes,Footwear,null,null,Unisex/Undefined,null,null,3392561.0,45,45,9,25
hoka_shoes_hoka_speedgoat 5 gtx,hoka,shoes,Footwear,null,null,Unisex/Undefined,null,null,2985242.0,46,46,10,26
"target_clothing, shoes & accessories_women's clothing_pajamas & loungewear_pajama bottoms_stars above_women's striped perfectly cozy jogger pants - stars above",target,"clothing, shoes & accessories > women's clothing > pajamas & loungewear > pajama bottoms",Apparel,Bottoms,Fleece Bottoms,Women's,training,null,1.75220946E8,1,11,9,3
"target_clothing, shoes & accessories_kids' clothing_girls' clothing_bottoms_cat & jack_girls' fleece jogger pants - cat & jack",target,"clothing, shoes & accessories > kids' clothing > girls' clothing > bottoms",Apparel,Bottoms,Fleece Bottoms,Kids,training,null,6.332086E7,2,53,9,23
"target_clothing, shoes & accessories_women's clothing_pajamas & loungewear_pajama bottoms_stars above_women's beautifully soft fleece jogger pants - stars above",target,"clothing, shoes & accessories > women's clothing > pajamas & loungewear > pajama bottoms",Apparel,Bottoms,Fleece Bottoms,Women's,sportswear,null,6.0480629E7,3,60,35,17
"target_clothing, shoes & accessories_women's clothing_bottoms_pants_wild fable_women's high-rise fleece sweatpants - wild fable",target,"clothing, shoes & accessories > women's clothing > bottoms > pants",Apparel,Bottoms,Fleece Bottoms,Women's,training,null,5.0122612E7,4,90,56,39
"target_clothing, shoes & accessories_women's clothing_bottoms_pants_wild fable_women's high-rise wide leg french terry sweatpants - wild fable",target,"clothing, shoes & accessories > women's clothing > bottoms > pants",Apparel,Bottoms,Fleece Bottoms,Women's,training,null,3.9951338E7,5,139,88,60
"target_clothing, shoes & accessories_women's clothing_pajamas & loungewear_pajama bottoms_stars above_women's perfectly cozy jogger pants - stars above",target,"clothing, shoes & accessories > women's clothing > pajamas & loungewear > pajama bottoms",Apparel,Bottoms,Fleece Bottoms,Women's,sportswear,null,3.9147579E7,6,142,90,39
"target_clothing, shoes & accessories_kids' clothing_boys' clothing_bottoms_cat & jack_boys' fleece jogger pants - cat & jack",target,"clothing, shoes & accessories > kids' clothing > boys' clothing > bottoms",Apparel,Bottoms,Fleece Bottoms,Kids,sportswear,null,3.438397E7,7,181,26,53
"target_clothing, shoes & accessories_kids' clothing_girls' clothing_bottoms_cat & jack_girls' cozy jogger pants - cat & jack",target,"clothing, shoes & accessories > kids' clothing > girls' clothing > bottoms",Apparel,Bottoms,Fleece Bottoms,Women's,sportswear,null,3.0330966E7,8,220,133,63
"target_clothing, shoes & accessories_men's clothing_bottoms_jogger & lounge pants_goodfellow & co_men's fleece jogger pants - goodfellow & co",target,"clothing, shoes & accessories > men's clothing > bottoms > jogger & lounge pants",Apparel,Bottoms,Fleece Bottoms,Men's,sportswear,null,2.4901928E7,9,295,82,85
"target_clothing, shoes & accessories_toddler clothing_toddler boys' clothing_bottoms_cat & jack_toddler boys' fleece pull-on pants - cat & jack",target,"clothing, shoes & accessories > toddler clothing > toddler boys' clothing > bottoms",Apparel,Bottoms,Fleece Bottoms,Kids,sportswear,null,2.4002078E7,10,315,46,90
"target_clothing, shoes & accessories_kids' clothing_boys' clothing_bottoms_all in motion_boys' tech fleece joggers - all in motion",target,"clothing, shoes & accessories > kids' clothing > boys' clothing > bottoms",Apparel,Bottoms,Fleece Bottoms,Men's,hiking,null,1.1245479E7,27,946,267,3
"target_clothing, shoes & accessories_kids' clothing_boys' clothing_bottoms_all in motion_boys' fleece joggers - all in motion",target,"clothing, shoes & accessories > kids' clothing > boys' clothing > bottoms",Apparel,Bottoms,Fleece Bottoms,Men's,running,null,1.1052039E7,29,973,277,3
nike_men_apparel_lifestyle_nike_nike tech men's full-zip windrunner hoodie,nike,men > apparel > lifestyle,Apparel,Jackets & Outerwear,null,Men's,training,null,2.6739658E7,1,100,145,20
nike_men_apparel_lifestyle_nike_nike tech men's fleece windrunner full-zip jacket,nike,men > apparel > lifestyle,Apparel,Jackets & Outerwear,null,Men's,training,null,1.9008386E7,2,155,214,30
nike_men_apparel_lifestyle_nike_nike tech mens fleece windrunner full-zip jacket,nike,men > apparel > lifestyle,Apparel,Jackets & Outerwear,null,Men's,training,null,1.6167901E7,3,198,264,35
nike_men_nike_nike mens windrunner windbreaker jacket black large,nike,men,Apparel,Jackets & Outerwear,null,Men's,basketball,null,1.4336907E7,4,231,303,21
nike_men_footwear_lifestyle_nike_air jordan 7 retro se men's shoes,nike,men > footwear > lifestyle,Apparel,Jackets & Outerwear,null,Men's,sportswear,null,1.2179454E7,5,284,362,15
nike_men_apparel_lifestyle_nike_nike sportswear tech fleece windrunner mens full-zip hoodie,nike,men > apparel > lifestyle,Apparel,Jackets & Outerwear,null,Men's,training,null,1.2167067E7,6,285,363,44
nike_men_nike_nike sportswear windrunner hooded jacket mens size,nike,men,Apparel,Jackets & Outerwear,null,Men's,soccer,null,1.1680458E7,7,306,391,8
nike_men_apparel_lifestyle_nike_nike sportswear windrunner men's hooded jacket,nike,men > apparel > lifestyle,Apparel,Jackets & Outerwear,null,Men's,training,null,1.1463023E7,8,316,406,48
nike_women_nike_nike womens sportswear windrunner blackwhite - ebay,nike,women,Apparel,Jackets & Outerwear,null,Women's,basketball,null,1.0232097E7,9,356,190,51
nike_men_nike_2024-nike jacket mens xl sportswear windrunner,nike,men,Apparel,Jackets & Outerwear,null,Men's,tennis,null,9256053.0,10,407,503,70
nike_men_apparel_lifestyle_nike_nike sportswear club men's puffer jacket,nike,men > apparel > lifestyle,Apparel,Jackets & Outerwear,null,Men's,ski_snowboard,null,4722486.0,21,932,997,1
nike_men_apparel_lifestyle_nike_nike windrunner primaloft® men's storm-fit hooded puffer jacket,nike,men > apparel > lifestyle,Apparel,Jackets & Outerwear,null,Men's,ski_snowboard,null,3610285.0,29,1262,1301,2
nike_kids_apparel_lifestyle_nike_nike sportswear big kids' synthetic-fill jacket,nike,kids > apparel > lifestyle,Apparel,Jackets & Outerwear,null,Kids,ski_snowboard,null,2633185.0,43,1735,437,4
nike_women_apparel_lifestyle_nike_nike sportswear gym vintage women's full-zip hoodie,nike,women > apparel > lifestyle,Apparel,Jackets & Outerwear,null,Women's,gymnastics,null,2234681.0,49,2042,964,2
nike_boys_apparel_american football___nike_nikelab acg down-fill men's parka,nike,boys > apparel > american football >  > ,Apparel,Jackets & Outerwear,null,Men's,american_football,null,2050232.0,53,2209,2101,7
nike_men_nike_nike mens windrunner full zip jacket,nike,men,Apparel,Jackets & Outerwear,null,Men's,ski_snowboard,null,2001703.0,56,2261,2152,5
nike_boys_apparel_american football___nike_nike x mmw jacket,nike,boys > apparel > american football >  > ,Apparel,Jackets & Outerwear,null,Men's,american_football,null,1786627.0,68,2506,2341,10
